example_id,split,source,target,serialization,group_id,augmentation_index
train-001137128,train,C[O-].c1cccc(COc2ccc(O)cc2)c1.N(C)(C)P(=O)(N(C)C)N(C)C.CC(Br)C(=O)OCC.[Na+],c1cccc(COc2ccc(OC(C)C(=O)OCC)cc2)c1,r_smiles,train-group-000227425,3
train-001137129,train,[Na+].BrC(C)C(=O)OCC.[O-]C.N(C)(C)P(=O)(N(C)C)N(C)C.c1cccc(COc2ccc(O)cc2)c1,c1cccc(COc2ccc(OC(C)C(=O)OCC)cc2)c1,r_smiles,train-group-000227425,4
train-001036115,train,[Na+].CC(=O)O[BH-](OC(C)=O)OC(C)=O.CC(=O)O.COC(=O)c1ccsc1N.ClCCl.CC(C)C=O,COC(=O)c1ccsc1NCC(C)C,r_smiles,train-group-000207223,0
train-001036116,train,O=C(C)O.C(Cl)Cl.[Na+].O=C(C)O[BH-](OC(C)=O)OC(C)=O.O=CC(C)C.C(=O)(OC)c1ccsc1N,C(=O)(OC)c1ccsc1NCC(C)C,r_smiles,train-group-000207223,1
train-001036117,train,[Na+].ClCCl.O=CC(C)C.OC(C)=O.O([BH-](OC(C)=O)OC(C)=O)C(C)=O.C(=O)(OC)c1ccsc1N,C(=O)(OC)c1ccsc1NCC(C)C,r_smiles,train-group-000207223,2
train-001036118,train,[Na+].CC(C)C=O.O=C(C)O.C(Cl)Cl.O(C)C(=O)c1ccsc1N.O=C(C)O[BH-](OC(C)=O)OC(C)=O,O(C)C(=O)c1ccsc1NCC(C)C,r_smiles,train-group-000207223,3
train-001036119,train,s1ccc(C(=O)OC)c1N.CC(=O)O[BH-](OC(C)=O)OC(C)=O.C(C)(=O)O.[Na+].CC(C)C=O.ClCCl,s1ccc(C(=O)OC)c1NCC(C)C,r_smiles,train-group-000207223,4
train-001931515,train,c1ccncc1.O=S(=O)=O.CCN(CC)CC.O.CC(C)CC(NC(=O)c1ccc2ncccc2c1)C(=O)NC1CCC(C)N(S(=O)(=O)c2ccccn2)CC1O.CS(C)=O,CC(C)CC(NC(=O)c1ccc2ncccc2c1)C(=O)NC1CCC(C)N(S(=O)(=O)c2ccccn2)CC1=O,r_smiles,train-group-000386303,0
train-001931516,train,N(CC)(CC)CC.n1ccccc1.S(C)(C)=O.O.C(=O)(NC(CC(C)C)C(=O)NC1CCC(C)N(S(=O)(=O)c2ccccn2)CC1O)c1ccc2ncccc2c1.O=S(=O)=O,C(=O)(NC(CC(C)C)C(=O)NC1CCC(C)N(S(=O)(=O)c2ccccn2)CC1=O)c1ccc2ncccc2c1,r_smiles,train-group-000386303,1
train-001931517,train,O.CCN(CC)CC.CS(C)=O.n1ccccc1.O=S(=O)=O.O=S(=O)(c1ccccn1)N1CC(O)C(NC(=O)C(CC(C)C)NC(=O)c2ccc3ncccc3c2)CCC1C,O=S(=O)(c1ccccn1)N1CC(=O)C(NC(=O)C(CC(C)C)NC(=O)c2ccc3ncccc3c2)CCC1C,r_smiles,train-group-000386303,2
train-001931518,train,c1cccnc1.CCN(CC)CC.O.O=S(=O)(c1ccccn1)N1CC(O)C(NC(=O)C(CC(C)C)NC(=O)c2ccc3ncccc3c2)CCC1C.O=S(C)C.O=S(=O)=O,O=S(=O)(c1ccccn1)N1CC(=O)C(NC(=O)C(CC(C)C)NC(=O)c2ccc3ncccc3c2)CCC1C,r_smiles,train-group-000386303,3
train-001931519,train,O.CCN(CC)CC.O=S(=O)=O.O=S(=O)(c1ccccn1)N1CC(O)C(NC(=O)C(CC(C)C)NC(=O)c2ccc3ncccc3c2)CCC1C.c1ccncc1.CS(C)=O,O=S(=O)(c1ccccn1)N1CC(=O)C(NC(=O)C(CC(C)C)NC(=O)c2ccc3ncccc3c2)CCC1C,r_smiles,train-group-000386303,4
train-000474410,train,CS(=O)(=O)Nn1c(=O)[nH]c2cc([N+](=O)[O-])c(F)cc2c1=O.COCc1c[nH]cn1,CS(=O)(=O)Nn1c(=O)[nH]c2cc([N+](=O)[O-])c(-n3cnc(COC)c3)cc2c1=O,r_smiles,train-group-000094882,0
train-000474411,train,O=c1[nH]c2cc([N+](=O)[O-])c(F)cc2c(=O)n1NS(C)(=O)=O.[nH]1cnc(COC)c1,O=c1[nH]c2cc([N+](=O)[O-])c(-n3cnc(COC)c3)cc2c(=O)n1NS(C)(=O)=O,r_smiles,train-group-000094882,1
train-000474412,train,c1nc(COC)c[nH]1.O=c1[nH]c2cc([N+](=O)[O-])c(F)cc2c(=O)n1NS(C)(=O)=O,O=c1[nH]c2cc([N+](=O)[O-])c(-n3cnc(COC)c3)cc2c(=O)n1NS(C)(=O)=O,r_smiles,train-group-000094882,2
train-000474413,train,S(C)(=O)(=O)Nn1c(=O)[nH]c2cc([N+](=O)[O-])c(F)cc2c1=O.c1(COC)c[nH]cn1,S(C)(=O)(=O)Nn1c(=O)[nH]c2cc([N+](=O)[O-])c(-n3cnc(COC)c3)cc2c1=O,r_smiles,train-group-000094882,3
train-000474414,train,C(OC)c1c[nH]cn1.CS(=O)(=O)Nn1c(=O)[nH]c2cc([N+](=O)[O-])c(F)cc2c1=O,CS(=O)(=O)Nn1c(=O)[nH]c2cc([N+](=O)[O-])c(-n3cnc(COC)c3)cc2c1=O,r_smiles,train-group-000094882,4
train-001790665,train,CC(C)(C)OC(=O)c1ccc(CCc2ccccc2)cc1Nc1ccc(-c2ccccc2)cc1.ClCCl.O=C(O)C(F)(F)F,OC(=O)c1ccc(CCc2ccccc2)cc1Nc1ccc(-c2ccccc2)cc1,r_smiles,train-group-000358133,0
train-001790666,train,FC(F)(F)C(=O)O.ClCCl.c1(Nc2ccc(-c3ccccc3)cc2)cc(CCc2ccccc2)ccc1C(=O)OC(C)(C)C,c1(Nc2ccc(-c3ccccc3)cc2)cc(CCc2ccccc2)ccc1C(=O)O,r_smiles,train-group-000358133,1
train-001790667,train,C(F)(F)(F)C(=O)O.ClCCl.CC(C)(C)OC(=O)c1ccc(CCc2ccccc2)cc1Nc1ccc(-c2ccccc2)cc1,OC(=O)c1ccc(CCc2ccccc2)cc1Nc1ccc(-c2ccccc2)cc1,r_smiles,train-group-000358133,2
train-001790668,train,ClCCl.c1(Nc2ccc(-c3ccccc3)cc2)cc(CCc2ccccc2)ccc1C(=O)OC(C)(C)C.FC(F)(F)C(=O)O,c1(Nc2ccc(-c3ccccc3)cc2)cc(CCc2ccccc2)ccc1C(=O)O,r_smiles,train-group-000358133,3
train-001790669,train,FC(F)(F)C(=O)O.c1(CCc2ccc(C(=O)OC(C)(C)C)c(Nc3ccc(-c4ccccc4)cc3)c2)ccccc1.ClCCl,c1(CCc2ccc(C(=O)O)c(Nc3ccc(-c4ccccc4)cc3)c2)ccccc1,r_smiles,train-group-000358133,4
train-002050725,train,[I-].[Na+].[Na+].O=C([O-])[O-].Clc1cc(Nc2ncnc3sc4c(c23)CCc2nn(CCBr)cc2-4)ccc1OCc1ccccn1.CN(C)C=O.CN1CCNCC1.[Na+],Clc1cc(Nc2ncnc3sc4c(c23)CCc2nn(CCN3CCN(C)CC3)cc2-4)ccc1OCc1ccccn1,r_smiles,train-group-000410145,0
train-002050726,train,[Na+].C1CN(C)CCN1.[I-].[O-]C(=O)[O-].CN(C)C=O.[Na+].c1ccc(COc2ccc(Nc3ncnc4sc5c(c34)CCc3nn(CCBr)cc3-5)cc2Cl)nc1.[Na+],c1ccc(COc2ccc(Nc3ncnc4sc5c(c34)CCc3nn(CCN4CCN(C)CC4)cc3-5)cc2Cl)nc1,r_smiles,train-group-000410145,1
train-002050727,train,C(=O)N(C)C.c1c(Nc2ncnc3sc4c(c23)CCc2nn(CCBr)cc2-4)ccc(OCc2ccccn2)c1Cl.[Na+].[O-]C(=O)[O-].CN1CCNCC1.[Na+].[Na+].[I-],c1c(Nc2ncnc3sc4c(c23)CCc2nn(CCN3CCN(C)CC3)cc2-4)ccc(OCc2ccccn2)c1Cl,r_smiles,train-group-000410145,2
train-002050728,train,[Na+].[Na+].N1(C)CCNCC1.N(C)(C)C=O.[I-].[O-]C(=O)[O-].[Na+].n1ccccc1COc1ccc(Nc2ncnc3sc4c(c23)CCc2nn(CCBr)cc2-4)cc1Cl,n1ccccc1COc1ccc(Nc2ncnc3sc4c(c23)CCc2nn(CCN3CCN(C)CC3)cc2-4)cc1Cl,r_smiles,train-group-000410145,3
train-002050729,train,[Na+].[Na+].C(=O)N(C)C.C(Oc1ccc(Nc2ncnc3sc4c(c23)CCc2nn(CCBr)cc2-4)cc1Cl)c1ccccn1.[Na+].[I-].C1CN(C)CCN1.[O-]C(=O)[O-],C(Oc1ccc(Nc2ncnc3sc4c(c23)CCc2nn(CCN3CCN(C)CC3)cc2-4)cc1Cl)c1ccccn1,r_smiles,train-group-000410145,4
train-002038830,train,Nc1ncc(Br)s1.[K+].O=C([O-])[O-].CCOC(=O)CCS.CN(C)C=O.[K+].O,CCOC(=O)CCSc1cnc(N)s1,r_smiles,train-group-000407766,0
train-002038831,train,[K+].c1nc(N)sc1Br.C(=O)(CCS)OCC.[K+].O=C([O-])[O-].CN(C)C=O.O,C(=O)(CCSc1cnc(N)s1)OCC,r_smiles,train-group-000407766,1
train-002038832,train,O.C(=O)N(C)C.O=C([O-])[O-].[K+].C(C)OC(=O)CCS.[K+].c1(Br)cnc(N)s1,C(C)OC(=O)CCSc1cnc(N)s1,r_smiles,train-group-000407766,2
train-002038833,train,O.C(=O)([O-])[O-].Nc1ncc(Br)s1.[K+].[K+].CN(C)C=O.CCOC(=O)CCS,CCOC(=O)CCSc1cnc(N)s1,r_smiles,train-group-000407766,3
train-002038834,train,[O-]C(=O)[O-].O=CN(C)C.O.Brc1cnc(N)s1.[K+].C(=O)(CCS)OCC.[K+],C(=O)(CCSc1cnc(N)s1)OCC,r_smiles,train-group-000407766,4
train-000034430,train,O=[N+]([O-])c1ccc(Oc2c(Br)cnc3ccsc23)c(F)c1.Nc1ccc(Oc2nccc3cc[nH]c23)c(F)c1,Nc1ccc(Oc2c(Br)cnc3ccsc23)c(F)c1,r_smiles,train-group-000006886,0
train-000034431,train,c1cc(Oc2c(Br)cnc3ccsc23)c(F)cc1[N+](=O)[O-].c1(Oc2nccc3cc[nH]c23)ccc(N)cc1F,c1cc(Oc2c(Br)cnc3ccsc23)c(F)cc1N,r_smiles,train-group-000006886,1
train-000034432,train,c1cnc(Oc2ccc(N)cc2F)c2[nH]ccc12.c1cc([N+](=O)[O-])cc(F)c1Oc1c(Br)cnc2ccsc12,c1cc(N)cc(F)c1Oc1c(Br)cnc2ccsc12,r_smiles,train-group-000006886,2
train-000034433,train,c1(Oc2c(Br)cnc3ccsc23)ccc([N+](=O)[O-])cc1F.c1c[nH]c2c(Oc3ccc(N)cc3F)nccc12,c1(Oc2c(Br)cnc3ccsc23)ccc(N)cc1F,r_smiles,train-group-000006886,3
train-000034434,train,c12sccc1ncc(Br)c2Oc1ccc([N+](=O)[O-])cc1F.c1cc2cc[nH]c2c(Oc2ccc(N)cc2F)n1,c12sccc1ncc(Br)c2Oc1ccc(N)cc1F,r_smiles,train-group-000006886,4
train-001772110,train,CCO.Cl.CCC(=O)Nc1sc(Cl)cc1C(=O)c1ccccc1F,CNc1sc(Cl)cc1C(=O)c1ccccc1F,r_smiles,train-group-000354422,0
train-001772111,train,C(C)O.c1(C(=O)c2ccccc2F)cc(Cl)sc1NC(=O)CC.Cl,c1(C(=O)c2ccccc2F)cc(Cl)sc1NC,r_smiles,train-group-000354422,1
train-001772112,train,c1ccc(F)c(C(=O)c2cc(Cl)sc2NC(=O)CC)c1.Cl.OCC,c1ccc(F)c(C(=O)c2cc(Cl)sc2NC)c1,r_smiles,train-group-000354422,2
train-001772113,train,N(C(=O)CC)c1sc(Cl)cc1C(=O)c1ccccc1F.Cl.OCC,N(C)c1sc(Cl)cc1C(=O)c1ccccc1F,r_smiles,train-group-000354422,3
train-001772114,train,C(C)O.Cl.c1(C(=O)c2cc(Cl)sc2NC(=O)CC)ccccc1F,c1(C(=O)c2cc(Cl)sc2NC)ccccc1F,r_smiles,train-group-000354422,4
train-001461035,train,[Cs+].[Cs+].CN1CCCC1=O.COC(=O)C1CC(OS(=O)(=O)c2ccc(Br)cc2)CN1C(=O)OC(C)(C)C.CCOC(C)=O.O=C([O-])[O-].O.COc1ccc2cc(Br)c(=O)[nH]c2c1,COC(=O)C1CC(Oc2nc3cc(OC)ccc3cc2Br)CN1C(=O)OC(C)(C)C,r_smiles,train-group-000292207,0
train-001461036,train,[Cs+].c1(Br)ccc(S(=O)(=O)OC2CC(C(=O)OC)N(C(=O)OC(C)(C)C)C2)cc1.C1(=O)CCCN1C.[Cs+].CC(=O)OCC.[O-]C(=O)[O-].O.c1c(OC)ccc2cc(Br)c(=O)[nH]c12,C1(Oc2nc3cc(OC)ccc3cc2Br)CC(C(=O)OC)N(C(=O)OC(C)(C)C)C1,r_smiles,train-group-000292207,1
train-001461037,train,O=S(=O)(OC1CC(C(=O)OC)N(C(=O)OC(C)(C)C)C1)c1ccc(Br)cc1.C1CCC(=O)N1C.[Cs+].c12ccc(OC)cc1[nH]c(=O)c(Br)c2.[O-]C(=O)[O-].CC(=O)OCC.[Cs+].O,C1(Oc2nc3cc(OC)ccc3cc2Br)CC(C(=O)OC)N(C(=O)OC(C)(C)C)C1,r_smiles,train-group-000292207,2
train-001461038,train,CCOC(C)=O.[Cs+].C1CC(=O)N(C)C1.c1cc(OC)cc2[nH]c(=O)c(Br)cc12.[Cs+].O.c1cc(S(=O)(=O)OC2CC(C(=O)OC)N(C(=O)OC(C)(C)C)C2)ccc1Br.[O-]C(=O)[O-],C1(Oc2nc3cc(OC)ccc3cc2Br)CC(C(=O)OC)N(C(=O)OC(C)(C)C)C1,r_smiles,train-group-000292207,3
train-001461039,train,C1C(OS(=O)(=O)c2ccc(Br)cc2)CC(C(=O)OC)N1C(=O)OC(C)(C)C.C(=O)([O-])[O-].[Cs+].c1(=O)[nH]c2cc(OC)ccc2cc1Br.O.O(CC)C(C)=O.[Cs+].CN1CCCC1=O,C1C(Oc2nc3cc(OC)ccc3cc2Br)CC(C(=O)OC)N1C(=O)OC(C)(C)C,r_smiles,train-group-000292207,4
train-002137535,train,CCOC(=O)C=Cc1cccc(N)c1.O=C(O)c1cccc(-c2ccc(F)cc2)n1,C(=O)(Nc1cccc(C=CC(=O)OCC)c1)c1cccc(-c2ccc(F)cc2)n1,r_smiles,train-group-000427507,0
train-002137536,train,c1(C(=O)O)cccc(-c2ccc(F)cc2)n1.c1cc(N)cc(C=CC(=O)OCC)c1,c1(C(=O)Nc2cccc(C=CC(=O)OCC)c2)cccc(-c2ccc(F)cc2)n1,r_smiles,train-group-000427507,1
train-002137537,train,c1cc(C(=O)O)nc(-c2ccc(F)cc2)c1.C(C)OC(=O)C=Cc1cccc(N)c1,c1cc(C(=O)Nc2cccc(C=CC(=O)OCC)c2)nc(-c2ccc(F)cc2)c1,r_smiles,train-group-000427507,2
train-002137538,train,c1ccc(C(=O)O)nc1-c1ccc(F)cc1.C(=Cc1cccc(N)c1)C(=O)OCC,c1ccc(C(=O)Nc2cccc(C=CC(=O)OCC)c2)nc1-c1ccc(F)cc1,r_smiles,train-group-000427507,3
train-002137539,train,c1cc(F)ccc1-c1cccc(C(=O)O)n1.CCOC(=O)C=Cc1cccc(N)c1,c1cc(F)ccc1-c1cccc(C(=O)Nc2cccc(C=CC(=O)OCC)c2)n1,r_smiles,train-group-000427507,4
train-000482200,train,CCc1ccc(Cc2cc(Br)c(OCCO)cc2Cl)cc1.[H-].C=CCBr.CN(C)C=O.[Na+],CCc1ccc(Cc2cc(Br)c(OCCOCC=C)cc2Cl)cc1,r_smiles,train-group-000096440,0
train-000482201,train,[Na+].CCc1ccc(Cc2cc(Br)c(OCCO)cc2Cl)cc1.[H-].BrCC=C.O=CN(C)C,CCc1ccc(Cc2cc(Br)c(OCCOCC=C)cc2Cl)cc1,r_smiles,train-group-000096440,1
train-000482202,train,c1(Cc2ccc(CC)cc2)cc(Br)c(OCCO)cc1Cl.[H-].C=CCBr.N(C)(C)C=O.[Na+],c1(Cc2ccc(CC)cc2)cc(Br)c(OCCOCC=C)cc1Cl,r_smiles,train-group-000096440,2
train-000482203,train,c1(Cc2cc(Br)c(OCCO)cc2Cl)ccc(CC)cc1.[H-].[Na+].C(=O)N(C)C.C(Br)C=C,c1(Cc2cc(Br)c(OCCOCC=C)cc2Cl)ccc(CC)cc1,r_smiles,train-group-000096440,3
train-000482204,train,[Na+].[H-].c1cc(CC)ccc1Cc1cc(Br)c(OCCO)cc1Cl.C=CCBr.C(=O)N(C)C,c1cc(CC)ccc1Cc1cc(Br)c(OCCOCC=C)cc1Cl,r_smiles,train-group-000096440,4
