example_id,split,source,target,serialization,group_id,augmentation_index
train-000704447,train,O(CC)C(=O)CC(C)C.[Li+].O=C(c1ccc(F)cc1)c1ccc(F)cc1.C1CCOC1.C(C)(C)[N-]C(C)C,OC(c1ccc(F)cc1)(c1ccc(F)cc1)C(C(=O)OCC)C(C)C,r_smiles,train-group-000140889,2
train-000704448,train,C(C)(C)[N-]C(C)C.C(=O)(c1ccc(F)cc1)c1ccc(F)cc1.[Li+].C1CCOC1.C(C)OC(=O)CC(C)C,C(O)(c1ccc(F)cc1)(c1ccc(F)cc1)C(C(=O)OCC)C(C)C,r_smiles,train-group-000140889,3
train-000704449,train,c1(C(=O)c2ccc(F)cc2)ccc(F)cc1.CC(C)[N-]C(C)C.O(CC)C(=O)CC(C)C.C1CCCO1.[Li+],c1(C(O)(c2ccc(F)cc2)C(C(=O)OCC)C(C)C)ccc(F)cc1,r_smiles,train-group-000140889,4
train-001700035,train,ClC(c1ccccc1)(c1ccccc1)c1ccccc1.c1ccncc1.OCCC1CCC(O)CC1,C(OCCC1CCC(O)CC1)(c1ccccc1)(c1ccccc1)c1ccccc1,r_smiles,train-group-000340007,0
train-001700036,train,C1CC(CCO)CCC1O.c1cccnc1.ClC(c1ccccc1)(c1ccccc1)c1ccccc1,C(OCCC1CCC(O)CC1)(c1ccccc1)(c1ccccc1)c1ccccc1,r_smiles,train-group-000340007,1
train-001700037,train,c1(C(Cl)(c2ccccc2)c2ccccc2)ccccc1.OCCC1CCC(O)CC1.n1ccccc1,c1(C(OCCC2CCC(O)CC2)(c2ccccc2)c2ccccc2)ccccc1,r_smiles,train-group-000340007,2
train-001700038,train,c1cccnc1.c1ccccc1C(Cl)(c1ccccc1)c1ccccc1.C(O)CC1CCC(O)CC1,c1ccccc1C(OCCC1CCC(O)CC1)(c1ccccc1)c1ccccc1,r_smiles,train-group-000340007,3
train-001700039,train,c1ccc(C(Cl)(c2ccccc2)c2ccccc2)cc1.c1ccncc1.OCCC1CCC(O)CC1,c1ccc(C(OCCC2CCC(O)CC2)(c2ccccc2)c2ccccc2)cc1,r_smiles,train-group-000340007,4
train-000918290,train,O=C(O)C(F)(F)F.CCCCc1ccc(C(=O)Cc2ccc(Br)cc2)cc1.CC(=O)Cl,CCCCc1ccc(C(Cl)=Cc2ccc(Br)cc2)cc1,r_smiles,train-group-000183658,0
train-000918291,train,Brc1ccc(CC(=O)c2ccc(CCCC)cc2)cc1.C(F)(F)(F)C(=O)O.ClC(C)=O,Brc1ccc(C=C(Cl)c2ccc(CCCC)cc2)cc1,r_smiles,train-group-000183658,1
train-000918292,train,O=C(C)Cl.c1cc(C(=O)Cc2ccc(Br)cc2)ccc1CCCC.FC(F)(F)C(=O)O,c1cc(C(Cl)=Cc2ccc(Br)cc2)ccc1CCCC,r_smiles,train-group-000183658,2
train-000918293,train,c1(CCCC)ccc(C(=O)Cc2ccc(Br)cc2)cc1.C(F)(F)(F)C(=O)O.O=C(C)Cl,c1(CCCC)ccc(C(Cl)=Cc2ccc(Br)cc2)cc1,r_smiles,train-group-000183658,3
train-000918294,train,c1cc(CCCC)ccc1C(=O)Cc1ccc(Br)cc1.O=C(C)Cl.FC(F)(F)C(=O)O,c1cc(CCCC)ccc1C(Cl)=Cc1ccc(Br)cc1,r_smiles,train-group-000183658,4
train-001320355,train,[K+].[OH-].CCO.CCN(Cc1ccccc1F)C(=O)COc1ccc(OCc2ccccc2C(=O)OC)cc1,CCN(Cc1ccccc1F)C(=O)COc1ccc(OCc2ccccc2C(=O)O)cc1,r_smiles,train-group-000264071,0
train-001320356,train,c1(CN(CC)C(=O)COc2ccc(OCc3ccccc3C(=O)OC)cc2)ccccc1F.CCO.[OH-].[K+],c1(CN(CC)C(=O)COc2ccc(OCc3ccccc3C(=O)O)cc2)ccccc1F,r_smiles,train-group-000264071,1
train-001320357,train,[OH-].c1(OCC(=O)N(CC)Cc2ccccc2F)ccc(OCc2ccccc2C(=O)OC)cc1.[K+].CCO,c1(OCC(=O)N(CC)Cc2ccccc2F)ccc(OCc2ccccc2C(=O)O)cc1,r_smiles,train-group-000264071,2
train-001320358,train,[K+].c1(COc2ccc(OCC(=O)N(CC)Cc3ccccc3F)cc2)ccccc1C(=O)OC.CCO.[OH-],c1(COc2ccc(OCC(=O)N(CC)Cc3ccccc3F)cc2)ccccc1C(=O)O,r_smiles,train-group-000264071,3
train-001320359,train,[OH-].[K+].c1cc(OCC(=O)N(CC)Cc2ccccc2F)ccc1OCc1ccccc1C(=O)OC.OCC,c1cc(OCC(=O)N(CC)Cc2ccccc2F)ccc1OCc1ccccc1C(=O)O,r_smiles,train-group-000264071,4
train-001713630,train,CS(=O)(=O)OC1CN(c2nc(CNC(=O)c3ccco3)cs2)C1.CN(C)C=O.CC([O-])=S.[K+],C1(SC(C)=O)CN(c2nc(CNC(=O)c3ccco3)cs2)C1,r_smiles,train-group-000342726,0
train-001713631,train,c1(C(=O)NCc2csc(N3CC(OS(C)(=O)=O)C3)n2)ccco1.CN(C)C=O.[K+].C(C)([O-])=S,c1(C(=O)NCc2csc(N3CC(SC(C)=O)C3)n2)ccco1,r_smiles,train-group-000342726,1
train-001713632,train,O=CN(C)C.C(C)([O-])=S.[K+].O=S(C)(=O)OC1CN(c2nc(CNC(=O)c3ccco3)cs2)C1,C1(SC(C)=O)CN(c2nc(CNC(=O)c3ccco3)cs2)C1,r_smiles,train-group-000342726,2
train-001713633,train,CC([O-])=S.CN(C)C=O.[K+].c1(C(=O)NCc2csc(N3CC(OS(C)(=O)=O)C3)n2)ccco1,c1(C(=O)NCc2csc(N3CC(SC(C)=O)C3)n2)ccco1,r_smiles,train-group-000342726,3
train-001713634,train,c1ccc(C(=O)NCc2csc(N3CC(OS(C)(=O)=O)C3)n2)o1.[K+].C(C)([O-])=S.CN(C)C=O,c1ccc(C(=O)NCc2csc(N3CC(SC(C)=O)C3)n2)o1,r_smiles,train-group-000342726,4
train-000666555,train,CCOC(C)=O.O=C(NC(Cc1ccccc1)C(=O)O)OCc1ccccc1.CCOP(=O)(C#N)OCC.CCOC(CNCC(=O)OC(C)(C)C)OCC.CCN(CC)CC.CN(C)C=O,O=C(NC(Cc1ccccc1)C(=O)N(CC(=O)OC(C)(C)C)CC(OCC)OCC)OCc1ccccc1,r_smiles,train-group-000133311,0
train-000666556,train,C(C)N(CC)CC.CCOP(=O)(C#N)OCC.CN(C)C=O.C(NCC(OCC)OCC)C(=O)OC(C)(C)C.c1ccccc1CC(NC(=O)OCc1ccccc1)C(=O)O.CC(=O)OCC,c1ccccc1CC(NC(=O)OCc1ccccc1)C(=O)N(CC(=O)OC(C)(C)C)CC(OCC)OCC,r_smiles,train-group-000133311,1
train-000666557,train,C(C)N(CC)CC.N#CP(=O)(OCC)OCC.CC(C)(C)OC(=O)CNCC(OCC)OCC.CC(=O)OCC.C(=O)N(C)C.C(=O)(NC(Cc1ccccc1)C(=O)O)OCc1ccccc1,C(=O)(NC(Cc1ccccc1)C(=O)N(CC(=O)OC(C)(C)C)CC(OCC)OCC)OCc1ccccc1,r_smiles,train-group-000133311,2
train-000666558,train,CCOC(C)=O.CN(C)C=O.O(CC)P(=O)(C#N)OCC.C(NCC(=O)OC(C)(C)C)C(OCC)OCC.C(=O)(O)C(Cc1ccccc1)NC(=O)OCc1ccccc1.N(CC)(CC)CC,C(=O)(C(Cc1ccccc1)NC(=O)OCc1ccccc1)N(CC(=O)OC(C)(C)C)CC(OCC)OCC,r_smiles,train-group-000133311,3
train-000666559,train,c1ccccc1COC(=O)NC(Cc1ccccc1)C(=O)O.C(#N)P(=O)(OCC)OCC.C(C)N(CC)CC.O=C(C)OCC.C(=O)N(C)C.CC(C)(C)OC(=O)CNCC(OCC)OCC,c1ccccc1COC(=O)NC(Cc1ccccc1)C(=O)N(CC(=O)OC(C)(C)C)CC(OCC)OCC,r_smiles,train-group-000133311,4
train-000711515,train,Cc1noc(-c2ccc(Br)cc2)c1NC(=O)OC(C)c1cccc(F)c1F.CCOC(=O)Cc1ccc(B2OC(C)(C)C(C)(C)O2)cc1,Cc1noc(-c2ccc(-c3ccc(CC(=O)OCC)cc3)cc2)c1NC(=O)OC(C)c1cccc(F)c1F,r_smiles,train-group-000142303,0
train-000711516,train,o1nc(C)c(NC(=O)OC(C)c2cccc(F)c2F)c1-c1ccc(Br)cc1.O(CC)C(=O)Cc1ccc(B2OC(C)(C)C(C)(C)O2)cc1,o1nc(C)c(NC(=O)OC(C)c2cccc(F)c2F)c1-c1ccc(-c2ccc(CC(=O)OCC)cc2)cc1,r_smiles,train-group-000142303,1
train-000711517,train,c1(B2OC(C)(C)C(C)(C)O2)ccc(CC(=O)OCC)cc1.c1cc(Br)ccc1-c1onc(C)c1NC(=O)OC(C)c1cccc(F)c1F,c1cc(-c2ccc(CC(=O)OCC)cc2)ccc1-c1onc(C)c1NC(=O)OC(C)c1cccc(F)c1F,r_smiles,train-group-000142303,2
train-000711518,train,CC1(C)OB(c2ccc(CC(=O)OCC)cc2)OC1(C)C.n1oc(-c2ccc(Br)cc2)c(NC(=O)OC(C)c2cccc(F)c2F)c1C,n1oc(-c2ccc(-c3ccc(CC(=O)OCC)cc3)cc2)c(NC(=O)OC(C)c2cccc(F)c2F)c1C,r_smiles,train-group-000142303,3
train-000711519,train,c1(B2OC(C)(C)C(C)(C)O2)ccc(CC(=O)OCC)cc1.O(C(=O)Nc1c(C)noc1-c1ccc(Br)cc1)C(C)c1cccc(F)c1F,O(C(=O)Nc1c(C)noc1-c1ccc(-c2ccc(CC(=O)OCC)cc2)cc1)C(C)c1cccc(F)c1F,r_smiles,train-group-000142303,4
train-000516380,train,NC(CO)Cc1cccc(C(=O)O)c1.CC(C)(C)N=C=S.CCO.Cl.CCN(CC)CC,N(C(=S)NC(C)(C)C)C(CO)Cc1cccc(C(=O)O)c1,r_smiles,train-group-000103276,0
train-000516381,train,C(C)(C)(C)N=C=S.C(C)N(CC)CC.c1(C(=O)O)cccc(CC(N)CO)c1.C(C)O.Cl,c1(C(=O)O)cccc(CC(CO)NC(=S)NC(C)(C)C)c1,r_smiles,train-group-000103276,1
train-000516382,train,Cl.OCC.C(=S)=NC(C)(C)C.C(c1cccc(C(=O)O)c1)C(N)CO.CCN(CC)CC,C(c1cccc(C(=O)O)c1)C(CO)NC(=S)NC(C)(C)C,r_smiles,train-group-000103276,2
train-000516383,train,c1(CC(N)CO)cccc(C(=O)O)c1.N(CC)(CC)CC.C(=S)=NC(C)(C)C.CCO.Cl,c1(CC(CO)NC(=S)NC(C)(C)C)cccc(C(=O)O)c1,r_smiles,train-group-000103276,3
train-000516384,train,C(C)N(CC)CC.C(C)O.S=C=NC(C)(C)C.Cl.C(=O)(O)c1cccc(CC(N)CO)c1,C(=O)(O)c1cccc(CC(CO)NC(=S)NC(C)(C)C)c1,r_smiles,train-group-000103276,4
train-000291915,train,c1ccccc1.CCOC(=O)Cl.O=C([O-])[O-].CCOC(=O)c1oc2ccc(Cl)cc2c1N.[K+].[K+],CCOC(=O)c1oc2ccc(Cl)cc2c1NC(=O)OCC,r_smiles,train-group-000058383,0
train-000291916,train,[O-]C(=O)[O-].c12cc(Cl)ccc1oc(C(=O)OCC)c2N.[K+].c1ccccc1.[K+].O(CC)C(=O)Cl,c12cc(Cl)ccc1oc(C(=O)OCC)c2NC(=O)OCC,r_smiles,train-group-000058383,1
train-000291917,train,[K+].O(CC)C(=O)c1oc2ccc(Cl)cc2c1N.C(C)OC(=O)Cl.c1ccccc1.[K+].C(=O)([O-])[O-],O(CC)C(=O)c1oc2ccc(Cl)cc2c1NC(=O)OCC,r_smiles,train-group-000058383,2
train-000291918,train,c1(Cl)ccc2oc(C(=O)OCC)c(N)c2c1.[K+].C(C)OC(=O)Cl.[K+].c1ccccc1.[O-]C(=O)[O-],c1(Cl)ccc2oc(C(=O)OCC)c(NC(=O)OCC)c2c1,r_smiles,train-group-000058383,3
train-000291919,train,O=C(Cl)OCC.[K+].[K+].CCOC(=O)c1oc2ccc(Cl)cc2c1N.c1ccccc1.O=C([O-])[O-],CCOC(=O)c1oc2ccc(Cl)cc2c1NC(=O)OCC,r_smiles,train-group-000058383,4
train-001893665,train,[K+].O=C([O-])[O-].COC(=O)c1ccc(OC)c(O)c1[N+](=O)[O-].CC#N.[K+].BrC1CCCC1,COC(=O)c1ccc(OC)c(OC2CCCC2)c1[N+](=O)[O-],r_smiles,train-group-000378733,0
train-001893666,train,O=C(OC)c1ccc(OC)c(O)c1[N+](=O)[O-].[K+].C1CCCC1Br.C(C)#N.C(=O)([O-])[O-].[K+],O=C(OC)c1ccc(OC)c(OC2CCCC2)c1[N+](=O)[O-],r_smiles,train-group-000378733,1
train-001893667,train,[K+].[K+].C1CCCC1Br.CC#N.O=C([O-])[O-].c1([N+](=O)[O-])c(C(=O)OC)ccc(OC)c1O,c1([N+](=O)[O-])c(C(=O)OC)ccc(OC)c1OC1CCCC1,r_smiles,train-group-000378733,2
train-001893668,train,[K+].O=C(OC)c1ccc(OC)c(O)c1[N+](=O)[O-].[K+].C1CCC(Br)C1.N#CC.[O-]C(=O)[O-],O=C(OC)c1ccc(OC)c(OC2CCCC2)c1[N+](=O)[O-],r_smiles,train-group-000378733,3
train-001893669,train,[K+].C1(Br)CCCC1.c1cc(C(=O)OC)c([N+](=O)[O-])c(O)c1OC.[K+].C(=O)([O-])[O-].CC#N,c1cc(C(=O)OC)c([N+](=O)[O-])c(OC2CCCC2)c1OC,r_smiles,train-group-000378733,4
train-001812405,train,Cl.C1COCCO1.CCO.CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)CCNc1ccc(C(=O)N(C)CCCN(C)C(=O)OC(C)(C)C)cc1,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)CCNc1ccc(C(=O)N(C)CCCNC)cc1,r_smiles,train-group-000362481,0
train-001812406,train,O1CCOCC1.Cl.c1ccc(NC(=O)OC2CCN(CCN(C)C(=O)CCNc3ccc(C(=O)N(C)CCCN(C)C(=O)OC(C)(C)C)cc3)CC2)c(-c2ccccc2)c1.OCC,c1ccc(NC(=O)OC2CCN(CCN(C)C(=O)CCNc3ccc(C(=O)N(C)CCCNC)cc3)CC2)c(-c2ccccc2)c1,r_smiles,train-group-000362481,1
train-001812407,train,Cl.C1(OC(=O)Nc2ccccc2-c2ccccc2)CCN(CCN(C)C(=O)CCNc2ccc(C(=O)N(C)CCCN(C)C(=O)OC(C)(C)C)cc2)CC1.O1CCOCC1.C(C)O,C1(OC(=O)Nc2ccccc2-c2ccccc2)CCN(CCN(C)C(=O)CCNc2ccc(C(=O)N(C)CCCNC)cc2)CC1,r_smiles,train-group-000362481,2
train-001812408,train,Cl.O1CCOCC1.C(CN(C)C(=O)CCNc1ccc(C(=O)N(C)CCCN(C)C(=O)OC(C)(C)C)cc1)N1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1.OCC,C(CN(C)C(=O)CCNc1ccc(C(=O)N(C)CCCNC)cc1)N1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1,r_smiles,train-group-000362481,3
train-001812409,train,OCC.c1cccc(-c2ccccc2NC(=O)OC2CCN(CCN(C)C(=O)CCNc3ccc(C(=O)N(C)CCCN(C)C(=O)OC(C)(C)C)cc3)CC2)c1.Cl.C1COCCO1,c1cccc(-c2ccccc2NC(=O)OC2CCN(CCN(C)C(=O)CCNc3ccc(C(=O)N(C)CCCNC)cc3)CC2)c1,r_smiles,train-group-000362481,4
train-000953625,train,[C].CO.O=C(OCc1ccccc1)N1CCN(c2nc(OCCC(O)CO)c3ccccc3n2)CC1.[Pd],N1CCN(c2nc(OCCC(O)CO)c3ccccc3n2)CC1,r_smiles,train-group-000190725,0
train-000953626,train,[Pd].OC.c1cccc(COC(=O)N2CCN(c3nc(OCCC(O)CO)c4ccccc4n3)CC2)c1.[C],N1CCN(c2nc(OCCC(O)CO)c3ccccc3n2)CC1,r_smiles,train-group-000190725,1
train-000953627,train,[Pd].c1ccc2c(OCCC(O)CO)nc(N3CCN(C(=O)OCc4ccccc4)CC3)nc2c1.OC.[C],c1ccc2c(OCCC(O)CO)nc(N3CCNCC3)nc2c1,r_smiles,train-group-000190725,2
train-000953628,train,[C].OC(CO)CCOc1nc(N2CCN(C(=O)OCc3ccccc3)CC2)nc2ccccc12.[Pd].CO,OC(CO)CCOc1nc(N2CCNCC2)nc2ccccc12,r_smiles,train-group-000190725,3
train-000953629,train,[C].[Pd].CO.c1ccccc1COC(=O)N1CCN(c2nc(OCCC(O)CO)c3ccccc3n2)CC1,N1CCN(c2nc(OCCC(O)CO)c3ccccc3n2)CC1,r_smiles,train-group-000190725,4
train-001173960,train,CC(CSC(=O)c1ccccc1)C(=O)Cl.O.O=C(O)C1Cc2ccccc2CN1.[OH-].ClCCl.[Na+].C1CNCCN1,CC(CSC(=O)c1ccccc1)C(=O)N1Cc2ccccc2CC1C(=O)O,r_smiles,train-group-000234792,0
train-001173961,train,N1CCNCC1.[Na+].O.C(Cl)Cl.[OH-].ClC(=O)C(C)CSC(=O)c1ccccc1.c1ccc2c(c1)CC(C(=O)O)NC2,C(=O)(C(C)CSC(=O)c1ccccc1)N1Cc2ccccc2CC1C(=O)O,r_smiles,train-group-000234792,1
train-001173962,train,O.c1ccc2c(c1)CC(C(=O)O)NC2.[Na+].C1CNCCN1.ClCCl.O=C(SCC(C)C(=O)Cl)c1ccccc1.[OH-],O=C(SCC(C)C(=O)N1Cc2ccccc2CC1C(=O)O)c1ccccc1,r_smiles,train-group-000234792,2
train-001173963,train,OC(=O)C1Cc2ccccc2CN1.[Na+].c1cccc(C(=O)SCC(C)C(=O)Cl)c1.C1CNCCN1.O.C(Cl)Cl.[OH-],c1cccc(C(=O)SCC(C)C(=O)N2Cc3ccccc3CC2C(=O)O)c1,r_smiles,train-group-000234792,3
train-001173964,train,C(Cl)Cl.N1CCNCC1.O.c1cccc(C(=O)SCC(C)C(=O)Cl)c1.[OH-].[Na+].C1c2ccccc2CNC1C(=O)O,c1cccc(C(=O)SCC(C)C(=O)N2Cc3ccccc3CC2C(=O)O)c1,r_smiles,train-group-000234792,4
train-001817365,train,C1CCOC1.C=CCBr.[H-].C=CCN(C(C)=O)c1cccc(C(F)(F)F)c1.CC(=O)OC(C)=O.[H][H].CC(=O)Nc1ccccc1.[Na+].Nc1ccccc1,N(C(C)=O)c1cccc(C(F)(F)F)c1,r_smiles,train-group-000363473,0
train-001817366,train,c1cccc(N)c1.c1(NC(C)=O)ccccc1.[H][H].[Na+].C(Br)C=C.FC(F)(F)c1cccc(N(CC=C)C(C)=O)c1.C1CCCO1.CC(=O)OC(C)=O.[H-],FC(F)(F)c1cccc(NC(C)=O)c1,r_smiles,train-group-000363473,1
train-001817367,train,C(C)(=O)OC(C)=O.[H-].Nc1ccccc1.C1CCOC1.[Na+].c1cccc(NC(C)=O)c1.[H][H].C(=C)CBr.c1(C(F)(F)F)cccc(N(CC=C)C(C)=O)c1,c1(C(F)(F)F)cccc(NC(C)=O)c1,r_smiles,train-group-000363473,2
train-001817368,train,C1CCCO1.c1cccc(N)c1.C(=C)CN(C(C)=O)c1cccc(C(F)(F)F)c1.c1ccccc1NC(C)=O.[H][H].[H-].C(Br)C=C.[Na+].CC(=O)OC(C)=O,N(C(C)=O)c1cccc(C(F)(F)F)c1,r_smiles,train-group-000363473,3
train-001817369,train,[H][H].CC(=O)OC(C)=O.[Na+].N(C(C)=O)c1ccccc1.C(Br)C=C.[H-].C1CCOC1.Nc1ccccc1.FC(F)(F)c1cccc(N(CC=C)C(C)=O)c1,FC(F)(F)c1cccc(NC(C)=O)c1,r_smiles,train-group-000363473,4
train-001279950,train,ClCCl.[NH4+].[OH-].N#CC1(N)CCCN(Cc2ccccc2)C1.[H-].CO.CC(C)C[Al+]CC(C)C,NCC1(N)CCCN(Cc2ccccc2)C1,r_smiles,train-group-000255990,0
train-001279951,train,C(Cl)Cl.[OH-].[NH4+].[H-].CO.CC(C)C[Al+]CC(C)C.C(c1ccccc1)N1CCCC(N)(C#N)C1,C(c1ccccc1)N1CCCC(N)(CN)C1,r_smiles,train-group-000255990,1
train-001279952,train,C1CCN(Cc2ccccc2)CC1(N)C#N.CC(C)C[Al+]CC(C)C.ClCCl.[NH4+].[H-].[OH-].OC,C1CCN(Cc2ccccc2)CC1(N)CN,r_smiles,train-group-000255990,2
train-001279953,train,C(Cl)Cl.[OH-].N1(Cc2ccccc2)CCCC(N)(C#N)C1.[NH4+].CC(C)C[Al+]CC(C)C.[H-].OC,N1(Cc2ccccc2)CCCC(N)(CN)C1,r_smiles,train-group-000255990,3
train-001279954,train,[OH-].CC(C)C[Al+]CC(C)C.[NH4+].[H-].c1ccccc1CN1CCCC(N)(C#N)C1.CO.C(Cl)Cl,c1ccccc1CN1CCCC(N)(CN)C1,r_smiles,train-group-000255990,4
train-001824735,train,CI.O.Cn1c(SCc2ccc(C(=O)c3ccc(Cl)cc3)cc2)nc(=O)c2cc[nH]c21.CS(C)=O,Cn1c(SCc2ccc(C(=O)c3ccc(Cl)cc3)cc2)nc(=O)c2ccn(C)c21,r_smiles,train-group-000364947,0
train-001824736,train,[nH]1ccc2c(=O)nc(SCc3ccc(C(=O)c4ccc(Cl)cc4)cc3)n(C)c12.S(C)(C)=O.CI.O,n1(C)ccc2c(=O)nc(SCc3ccc(C(=O)c4ccc(Cl)cc4)cc3)n(C)c21,r_smiles,train-group-000364947,1
train-001824737,train,O.CI.c1(CSc2nc(=O)c3cc[nH]c3n2C)ccc(C(=O)c2ccc(Cl)cc2)cc1.S(C)(C)=O,c1(CSc2nc(=O)c3ccn(C)c3n2C)ccc(C(=O)c2ccc(Cl)cc2)cc1,r_smiles,train-group-000364947,2
train-001824738,train,CI.O.c1(C(=O)c2ccc(CSc3nc(=O)c4cc[nH]c4n3C)cc2)ccc(Cl)cc1.O=S(C)C,c1(C(=O)c2ccc(CSc3nc(=O)c4ccn(C)c4n3C)cc2)ccc(Cl)cc1,r_smiles,train-group-000364947,3
train-001824739,train,O.CS(C)=O.IC.c1cc(CSc2nc(=O)c3cc[nH]c3n2C)ccc1C(=O)c1ccc(Cl)cc1,c1cc(CSc2nc(=O)c3ccn(C)c3n2C)ccc1C(=O)c1ccc(Cl)cc1,r_smiles,train-group-000364947,4
train-000956915,train,O=C1NCc2cc(Br)ccc21.CO.C1CCOC1.CC(C)(C)OC(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1Cc2cc(Br)ccc2C1=O,r_smiles,train-group-000191383,0
train-000956916,train,C1CCOC1.OC.C1NC(=O)c2ccc(Br)cc21.O(C(=O)OC(C)(C)C)C(C)(C)C,O(C(=O)N1Cc2cc(Br)ccc2C1=O)C(C)(C)C,r_smiles,train-group-000191383,1
train-000956917,train,CC(C)(C)OC(=O)OC(C)(C)C.OC.c1(Br)ccc2c(c1)CNC2=O.C1CCOC1,CC(C)(C)OC(=O)N1Cc2cc(Br)ccc2C1=O,r_smiles,train-group-000191383,2
train-000956918,train,C1CCOC1.O(C(=O)OC(C)(C)C)C(C)(C)C.OC.c1(Br)ccc2c(c1)CNC2=O,O(C(=O)N1Cc2cc(Br)ccc2C1=O)C(C)(C)C,r_smiles,train-group-000191383,3
train-000956919,train,c1c(Br)ccc2c1CNC2=O.C1CCOC1.CC(C)(C)OC(=O)OC(C)(C)C.OC,CC(C)(C)OC(=O)N1Cc2cc(Br)ccc2C1=O,r_smiles,train-group-000191383,4
train-001470290,train,C1CCC2=NCCCN2CC1.CI.CC(C)=O.COc1ccccc1C1CCC(=O)C=C1C(=O)O,COc1ccccc1C1CCC(=O)C=C1C(=O)OC,r_smiles,train-group-000294058,0
train-001470291,train,C1CCCCC2=NCCCN12.C1=C(C(=O)O)C(c2ccccc2OC)CCC1=O.C(C)(C)=O.IC,C1=C(C(=O)OC)C(c2ccccc2OC)CCC1=O,r_smiles,train-group-000294058,1
train-001470292,train,CI.C1CCCCN2CCCN=C12.CC(C)=O.C1(C(=O)O)=CC(=O)CCC1c1ccccc1OC,C1(C(=O)OC)=CC(=O)CCC1c1ccccc1OC,r_smiles,train-group-000294058,2
train-001470293,train,IC.C1CCCC2=NCCCN2C1.O=C(C)C.C(=O)(O)C1=CC(=O)CCC1c1ccccc1OC,C(=O)(OC)C1=CC(=O)CCC1c1ccccc1OC,r_smiles,train-group-000294058,3
train-001470294,train,C1CCN2CCCCCC2=N1.CC(C)=O.IC.O=C(O)C1=CC(=O)CCC1c1ccccc1OC,O=C(OC)C1=CC(=O)CCC1c1ccccc1OC,r_smiles,train-group-000294058,4
train-001688650,train,ClCCl.O.CN1CC[NH+](C)C1Cl.[Cl-].Nc1ccc(Cl)cc1.CCN(CC)CC.COC1=C(OC)C(=O)C(Cc2ccc(OC(C)=O)c(C(=O)O)c2)=C(C)C1=O,COC1=C(OC)C(=O)C(Cc2ccc(OC(C)=O)c(C(=O)Nc3ccc(Cl)cc3)c2)=C(C)C1=O,r_smiles,train-group-000337730,0
train-001688651,train,C(Cl)Cl.c1(CC2=C(C)C(=O)C(OC)=C(OC)C2=O)ccc(OC(C)=O)c(C(=O)O)c1.C(C)N(CC)CC.[Cl-].[NH+]1(C)CCN(C)C1Cl.O.c1cc(N)ccc1Cl,c1(CC2=C(C)C(=O)C(OC)=C(OC)C2=O)ccc(OC(C)=O)c(C(=O)Nc2ccc(Cl)cc2)c1,r_smiles,train-group-000337730,1
train-001688652,train,c1cc(N)ccc1Cl.N(CC)(CC)CC.ClCCl.O.[Cl-].C1(OC)=C(OC)C(=O)C(Cc2ccc(OC(C)=O)c(C(=O)O)c2)=C(C)C1=O.C1C[NH+](C)C(Cl)N1C,C1(OC)=C(OC)C(=O)C(Cc2ccc(OC(C)=O)c(C(=O)Nc3ccc(Cl)cc3)c2)=C(C)C1=O,r_smiles,train-group-000337730,2
train-001688653,train,C(Cl)Cl.C1C[NH+](C)C(Cl)N1C.Clc1ccc(N)cc1.C(C)N(CC)CC.O.[Cl-].O=C(C)Oc1ccc(CC2=C(C)C(=O)C(OC)=C(OC)C2=O)cc1C(=O)O,O=C(C)Oc1ccc(CC2=C(C)C(=O)C(OC)=C(OC)C2=O)cc1C(=O)Nc1ccc(Cl)cc1,r_smiles,train-group-000337730,3
train-001688654,train,CN1CC[NH+](C)C1Cl.c1cc(N)ccc1Cl.C(Cl)Cl.[Cl-].CCN(CC)CC.O(C(C)=O)c1ccc(CC2=C(C)C(=O)C(OC)=C(OC)C2=O)cc1C(=O)O.O,O(C(C)=O)c1ccc(CC2=C(C)C(=O)C(OC)=C(OC)C2=O)cc1C(=O)Nc1ccc(Cl)cc1,r_smiles,train-group-000337730,4
train-001073410,train,CC(C)C(=O)Nc1cccc(C2CCN(CCCN)CC2)c1.COC(C(=O)O)c1ccc(Cl)c(Cl)c1,CC(C)C(=O)Nc1cccc(C2CCN(CCCNC(=O)C(OC)c3ccc(Cl)c(Cl)c3)CC2)c1,r_smiles,train-group-000214682,0
train-001073411,train,c1(NC(=O)C(C)C)cccc(C2CCN(CCCN)CC2)c1.C(=O)(O)C(OC)c1ccc(Cl)c(Cl)c1,c1(NC(=O)C(C)C)cccc(C2CCN(CCCNC(=O)C(OC)c3ccc(Cl)c(Cl)c3)CC2)c1,r_smiles,train-group-000214682,1
train-001073412,train,c1(NC(=O)C(C)C)cccc(C2CCN(CCCN)CC2)c1.O=C(O)C(OC)c1ccc(Cl)c(Cl)c1,c1(NC(=O)C(C)C)cccc(C2CCN(CCCNC(=O)C(OC)c3ccc(Cl)c(Cl)c3)CC2)c1,r_smiles,train-group-000214682,2
